temperature_c,humidity_pct,rainfall_mm,stagnant_water,population_density,prior_cases_30d,risk_level
32.4,49.0,70.0,1,1769.0,4,2
33.5,89.0,8.0,1,2645.0,3,2
22.5,82.0,115.0,0,2680.0,5,2
26.1,79.0,101.0,0,1010.0,7,2
21.3,54.0,19.0,0,708.0,8,0
17.4,100.0,60.0,0,646.0,1,1
26.3,61.0,104.0,0,847.0,3,2
29.6,65.0,40.0,1,1788.0,4,2
25.3,59.0,44.0,0,730.0,1,1
28.7,72.0,76.0,1,2759.0,4,2
25.1,89.0,71.0,1,2452.0,4,2
21.9,69.0,49.0,0,1562.0,1,1
29.1,64.0,87.0,0,2630.0,1,2
20.9,46.0,147.0,0,1560.0,3,1
26.4,99.0,133.0,0,800.0,4,2
21.5,37.0,85.0,1,4160.0,0,2
23.3,40.0,45.0,0,767.0,1,0
22.4,76.0,35.0,0,681.0,1,1
36.4,63.0,83.0,1,1945.0,3,2
27.7,75.0,67.0,0,515.0,3,2
22.7,64.0,26.0,0,1098.0,2,1
23.9,36.0,109.0,0,3157.0,4,2
31.7,35.0,72.0,0,658.0,4,1
28.0,31.0,54.0,0,394.0,4,1
31.0,100.0,155.0,0,1675.0,5,2
30.0,44.0,70.0,0,1156.0,1,1
32.9,56.0,53.0,1,1021.0,5,2
17.7,87.0,59.0,0,1174.0,2,1
26.7,85.0,58.0,1,1626.0,4,2
17.8,50.0,60.0,0,2450.0,0,0
38.0,54.0,154.0,0,718.0,3,0
25.7,63.0,49.0,1,2466.0,0,2
34.5,52.0,176.0,0,1644.0,1,1
31.0,79.0,148.0,0,1615.0,2,2
23.1,100.0,104.0,0,410.0,2,2
35.2,56.0,163.0,1,323.0,3,2
25.9,53.0,53.0,0,1442.0,1,1
33.9,80.0,114.0,0,611.0,4,2
22.8,15.0,182.0,0,1701.0,3,1
29.8,69.0,108.0,1,380.0,2,2
26.3,47.0,1.0,1,1519.0,2,2
28.3,97.0,133.0,0,684.0,1,2
22.3,47.0,277.0,0,1746.0,4,1
17.8,64.0,59.0,1,671.0,0,1
19.0,62.0,106.0,0,156.0,3,0
35.0,72.0,63.0,0,1686.0,2,1
20.5,80.0,125.0,1,779.0,4,2
24.4,75.0,102.0,1,1186.0,1,2
24.7,43.0,6.0,1,1022.0,5,1
32.7,70.0,31.0,0,1406.0,2,1
36.1,86.0,88.0,0,2479.0,1,1
35.7,52.0,87.0,0,2032.0,2,0
18.6,57.0,40.0,0,618.0,4,0
18.5,79.0,146.0,0,783.0,1,1
21.1,42.0,44.0,1,511.0,1,0
31.4,77.0,193.0,0,319.0,5,2
29.9,76.0,242.0,1,2639.0,1,2
34.3,41.0,159.0,0,2305.0,3,1
19.9,75.0,59.0,0,1492.0,4,1
22.2,62.0,127.0,1,772.0,2,2
29.1,54.0,73.0,0,1281.0,6,2
22.6,81.0,110.0,0,1345.0,7,2
33.2,48.0,22.0,0,706.0,8,1
17.9,69.0,35.0,0,2363.0,0,0
39.4,71.0,7.0,0,828.0,4,0
26.0,75.0,176.0,1,468.0,2,2
16.6,92.0,104.0,0,611.0,2,1
39.3,76.0,26.0,1,306.0,1,1
20.0,69.0,217.0,0,1222.0,6,2
31.8,54.0,175.0,0,1452.0,4,2
24.2,80.0,128.0,0,853.0,1,2
18.5,76.0,43.0,0,646.0,3,0
24.2,47.0,117.0,0,461.0,3,1
34.0,60.0,18.0,1,2231.0,3,1
29.7,48.0,16.0,1,691.0,4,2
18.0,74.0,219.0,0,1219.0,4,1
30.3,64.0,77.0,1,2149.0,3,2
25.0,75.0,72.0,1,2605.0,4,2
32.6,60.0,44.0,0,1116.0,2,1
16.6,70.0,75.0,0,1957.0,6,1
15.0,72.0,169.0,0,2142.0,4,2
17.1,77.0,121.0,0,1526.0,3,1
33.2,67.0,74.0,1,1321.0,2,2
28.4,44.0,68.0,0,311.0,5,2
41.8,85.0,96.0,1,982.0,5,2
23.0,85.0,28.0,0,243.0,3,1
21.5,94.0,30.0,0,681.0,4,1
16.5,46.0,36.0,0,1532.0,2,0
33.6,54.0,66.0,1,230.0,3,1
29.5,45.0,28.0,0,2707.0,4,2
29.7,23.0,25.0,1,2242.0,1,2
28.9,82.0,18.0,1,211.0,2,2
36.7,36.0,142.0,0,2284.0,6,1
21.6,78.0,152.0,0,1687.0,3,2
34.9,37.0,129.0,0,4232.0,0,1
29.8,31.0,90.0,0,4142.0,4,2
23.7,57.0,16.0,0,623.0,6,1
25.7,74.0,353.0,0,2104.0,2,2
22.8,30.0,32.0,1,2736.0,2,1
31.2,54.0,69.0,1,1762.0,1,2
35.1,35.0,70.0,0,1671.0,3,0
32.7,79.0,106.0,0,1557.0,2,2
35.0,65.0,77.0,1,468.0,5,2
26.6,65.0,48.0,1,845.0,5,2
21.9,83.0,38.0,1,3744.0,3,2
27.7,60.0,41.0,0,747.0,1,2
20.1,74.0,165.0,1,1462.0,2,2
28.1,97.0,112.0,0,609.0,4,2
29.8,66.0,32.0,0,2746.0,5,2
29.8,29.0,193.0,0,1035.0,3,2
17.8,74.0,36.0,0,559.0,1,0
27.3,48.0,12.0,1,839.0,10,2
19.0,57.0,19.0,1,1161.0,4,1
22.1,51.0,1.0,0,286.0,3,0
28.3,69.0,90.0,0,3716.0,4,2
27.3,62.0,95.0,0,1488.0,0,2
14.0,61.0,148.0,0,1130.0,2,1
25.1,78.0,35.0,0,1573.0,0,2
25.3,60.0,113.0,0,1100.0,5,2
25.3,68.0,75.0,0,2627.0,4,2
25.0,89.0,51.0,1,1349.0,1,2
36.5,92.0,118.0,0,1049.0,4,2
8.9,100.0,76.0,0,1448.0,2,1
24.5,94.0,57.0,0,1044.0,4,2
13.8,35.0,160.0,0,1001.0,2,0
24.3,50.0,82.0,0,605.0,4,1
33.0,78.0,81.0,0,922.0,1,1
42.0,75.0,31.0,0,688.0,4,0
31.0,61.0,153.0,0,2122.0,5,2
27.3,81.0,113.0,0,1129.0,1,2
31.9,45.0,50.0,1,1498.0,5,2
23.3,79.0,32.0,0,1806.0,4,2
30.8,85.0,49.0,0,879.0,4,2
29.1,32.0,76.0,0,1505.0,4,2
34.3,67.0,94.0,0,610.0,4,1
26.9,70.0,200.0,1,2571.0,3,2
29.4,45.0,77.0,0,2508.0,1,2
24.6,39.0,205.0,0,1284.0,3,1
27.3,70.0,43.0,1,1369.0,2,2
27.7,75.0,195.0,0,1422.0,5,2
30.2,62.0,49.0,0,2997.0,0,2
27.8,57.0,4.0,0,505.0,0,1
25.8,74.0,20.0,1,2639.0,4,2
23.0,35.0,17.0,1,2118.0,3,1
26.0,91.0,33.0,1,744.0,4,2
24.4,100.0,67.0,0,2052.0,6,2
26.9,67.0,91.0,0,1441.0,4,2
19.9,92.0,51.0,0,1120.0,2,1
36.5,83.0,39.0,0,2420.0,7,2
23.0,100.0,73.0,0,1026.0,1,2
36.5,17.0,51.0,0,1057.0,5,0
20.3,78.0,141.0,1,2619.0,2,2
37.9,15.0,104.0,0,1660.0,4,0
31.6,46.0,6.0,1,1703.0,3,1
20.4,64.0,118.0,0,960.0,1,1
28.8,57.0,54.0,0,2772.0,0,2
29.8,89.0,91.0,0,644.0,4,2
36.2,100.0,75.0,0,2504.0,4,2
26.4,74.0,80.0,1,2349.0,0,2
33.0,100.0,41.0,0,1756.0,2,2
26.8,41.0,103.0,0,237.0,1,1
18.6,46.0,47.0,0,1353.0,2,0
30.0,43.0,26.0,0,2578.0,4,1
25.2,86.0,83.0,0,1706.0,2,2
27.7,90.0,134.0,1,1101.0,0,2
32.1,34.0,54.0,1,337.0,3,1
36.2,48.0,25.0,0,1256.0,3,0
22.1,60.0,40.0,1,461.0,5,2
24.3,53.0,77.0,1,1022.0,4,2
24.6,52.0,39.0,1,1496.0,4,2
29.1,59.0,151.0,1,401.0,7,2
27.0,46.0,30.0,1,2143.0,0,2
26.2,86.0,124.0,0,3121.0,5,2
23.8,98.0,58.0,0,704.0,1,2
20.9,36.0,196.0,1,1253.0,3,1
22.2,71.0,22.0,1,1220.0,4,2
23.7,78.0,33.0,0,1417.0,2,1
30.9,47.0,48.0,0,1602.0,1,1
22.1,32.0,82.0,0,1822.0,5,1
38.0,61.0,25.0,0,1009.0,3,0
15.2,53.0,72.0,0,1584.0,2,0
24.3,57.0,22.0,0,743.0,2,1
27.2,77.0,111.0,0,189.0,2,2
28.7,89.0,47.0,1,2319.0,1,2
28.6,100.0,162.0,1,1581.0,6,2
26.3,73.0,29.0,0,128.0,2,2
31.1,63.0,37.0,0,745.0,4,1
19.5,38.0,94.0,1,1808.0,4,1
33.9,75.0,103.0,0,1567.0,3,2
19.9,69.0,98.0,1,1069.0,3,2
22.8,62.0,98.0,1,1467.0,4,2
26.1,68.0,67.0,0,1415.0,3,2
31.9,29.0,65.0,0,1470.0,2,1
29.8,24.0,357.0,0,3671.0,1,2
34.8,88.0,57.0,0,912.0,2,1
24.9,25.0,255.0,0,1280.0,6,2
30.6,37.0,155.0,1,504.0,3,2
21.1,43.0,96.0,0,2538.0,3,1
31.1,73.0,173.0,0,1131.0,7,2
29.5,100.0,51.0,0,1103.0,3,2
24.5,64.0,12.0,1,1418.0,2,2
23.6,51.0,54.0,0,2916.0,5,2
34.1,92.0,57.0,1,233.0,5,2
28.8,43.0,80.0,0,1081.0,3,2
34.9,80.0,47.0,0,1217.0,4,1
26.5,73.0,20.0,0,138.0,3,2
32.0,51.0,32.0,0,4163.0,1,1
37.6,64.0,80.0,1,1557.0,3,2
31.3,73.0,109.0,1,3735.0,2,2
35.2,55.0,81.0,0,2195.0,5,1
34.9,63.0,91.0,0,1240.0,2,1
33.1,73.0,44.0,1,1026.0,2,2
28.4,80.0,50.0,1,920.0,4,2
35.5,33.0,67.0,0,1521.0,5,0
29.3,65.0,34.0,1,306.0,4,2
26.8,52.0,129.0,0,1844.0,1,2
26.6,93.0,25.0,0,3922.0,2,2
30.1,65.0,162.0,0,1924.0,3,2
28.8,63.0,49.0,0,2800.0,2,2
19.5,95.0,63.0,0,509.0,2,1
39.5,42.0,36.0,0,1325.0,7,0
27.0,68.0,38.0,0,1011.0,4,2
30.1,56.0,224.0,1,611.0,4,2
36.2,100.0,86.0,1,4357.0,5,2
20.3,48.0,63.0,1,452.0,1,0
32.2,67.0,90.0,0,848.0,4,2
22.2,64.0,45.0,0,1753.0,2,1
27.6,65.0,33.0,0,694.0,1,2
34.8,93.0,88.0,1,920.0,2,2
33.3,79.0,74.0,0,1467.0,5,2
24.0,67.0,85.0,1,1088.0,4,2
18.3,80.0,119.0,0,819.0,3,1
13.8,67.0,38.0,0,1151.0,2,0
36.8,38.0,73.0,1,942.0,0,0
14.2,72.0,84.0,0,1805.0,3,1
26.7,100.0,23.0,0,1705.0,0,2
22.0,82.0,84.0,1,2071.0,3,2
16.4,47.0,100.0,0,1509.0,3,0
22.3,30.0,89.0,1,822.0,4,1
24.8,48.0,58.0,1,4320.0,5,2
31.8,48.0,35.0,0,763.0,4,1
28.7,69.0,64.0,0,667.0,4,2
22.3,98.0,88.0,1,506.0,2,2
18.6,50.0,237.0,1,720.0,4,1
33.9,58.0,144.0,1,989.0,5,2
24.4,82.0,176.0,0,574.0,2,2
22.8,62.0,116.0,0,940.0,0,1
33.7,82.0,29.0,0,2833.0,1,1
23.7,58.0,97.0,1,294.0,3,2
26.5,61.0,59.0,0,497.0,0,2
31.2,66.0,71.0,1,980.0,4,2
29.9,67.0,2.0,0,1650.0,3,2
22.0,36.0,42.0,1,802.0,5,1
21.7,65.0,197.0,0,618.0,3,1
29.8,75.0,138.0,1,360.0,5,2
22.4,55.0,118.0,0,398.0,0,0
28.5,75.0,120.0,1,1934.0,1,2
20.9,81.0,22.0,1,949.0,3,2
31.3,71.0,39.0,0,2966.0,2,2
35.6,57.0,54.0,0,959.0,3,0
29.8,41.0,30.0,1,1474.0,3,2
30.1,78.0,66.0,0,1390.0,4,2
19.0,81.0,66.0,0,759.0,4,1
15.8,100.0,25.0,0,539.0,4,1
23.7,35.0,30.0,1,67.0,3,1
20.7,94.0,44.0,0,2192.0,4,2
27.7,89.0,69.0,1,580.0,3,2
34.2,71.0,152.0,0,1459.0,3,2
12.1,89.0,189.0,0,958.0,2,1
29.6,68.0,61.0,0,247.0,3,2
27.3,70.0,14.0,0,3037.0,4,2
29.5,45.0,62.0,1,1341.0,3,2
35.9,58.0,26.0,1,1684.0,4,1
24.0,76.0,116.0,1,2073.0,8,2
28.9,64.0,71.0,1,1765.0,1,2
25.1,50.0,69.0,1,535.0,3,2
36.3,60.0,40.0,0,2197.0,4,1
25.7,66.0,64.0,1,1113.0,6,2
29.5,90.0,43.0,0,1063.0,2,2
24.3,87.0,55.0,0,3396.0,1,2
27.3,61.0,52.0,0,3411.0,4,2
30.0,57.0,13.0,1,1133.0,7,2
26.0,81.0,143.0,0,1604.0,3,2
21.9,51.0,34.0,0,2460.0,6,1
21.8,79.0,35.0,0,1308.0,1,1
37.9,92.0,37.0,0,1220.0,1,1
25.5,97.0,75.0,1,1976.0,5,2
37.1,49.0,85.0,0,1143.0,1,0
29.7,70.0,50.0,0,1112.0,3,2
31.7,66.0,12.0,1,1887.0,3,2
24.0,34.0,35.0,0,910.0,4,0
33.6,76.0,26.0,0,1359.0,3,1
31.7,65.0,82.0,0,2189.0,1,2
37.5,61.0,37.0,1,822.0,2,1
22.7,66.0,8.0,1,2284.0,4,2
29.3,59.0,122.0,0,168.0,6,2
37.2,54.0,108.0,0,1087.0,3,0
22.7,81.0,13.0,0,786.0,7,1
22.5,64.0,88.0,0,2571.0,2,2
30.7,88.0,31.0,0,237.0,3,2
26.3,79.0,152.0,0,810.0,1,2
28.6,80.0,60.0,0,734.0,1,2
22.2,37.0,33.0,0,1114.0,3,0
27.6,65.0,57.0,0,3608.0,1,2
32.8,82.0,120.0,0,1466.0,3,2
27.1,91.0,23.0,0,2048.0,3,2
34.2,66.0,75.0,0,2168.0,4,1
16.5,43.0,34.0,0,538.0,1,0
30.1,93.0,72.0,0,3678.0,4,2
29.5,50.0,57.0,1,2770.0,1,2
26.9,31.0,88.0,0,2481.0,3,2
37.9,66.0,106.0,0,1053.0,4,1
28.0,64.0,139.0,0,3229.0,1,2
24.1,90.0,37.0,0,1499.0,0,2
29.3,87.0,153.0,1,584.0,1,2
17.8,55.0,124.0,0,3182.0,5,1
24.5,45.0,50.0,0,1628.0,2,1
22.1,59.0,39.0,1,1301.0,1,1
14.6,69.0,45.0,0,1405.0,5,1
22.9,79.0,39.0,0,1885.0,2,1
30.3,58.0,67.0,1,571.0,5,2
27.1,79.0,19.0,0,544.0,4,2
34.3,53.0,12.0,1,1654.0,1,1
24.1,99.0,15.0,0,938.0,1,1
21.7,72.0,76.0,1,253.0,3,2
28.5,41.0,151.0,1,221.0,2,2
32.1,53.0,97.0,1,1393.0,4,2
28.6,50.0,148.0,0,1859.0,3,2
26.2,59.0,31.0,1,1914.0,1,2
31.2,43.0,105.0,0,866.0,3,1
25.4,58.0,106.0,0,2830.0,3,2
31.7,57.0,224.0,0,638.0,1,2
22.2,71.0,101.0,1,297.0,6,2
25.7,57.0,73.0,0,776.0,5,2
25.5,83.0,91.0,1,1632.0,1,2
36.5,58.0,112.0,0,1374.0,3,1
30.1,42.0,10.0,1,2008.0,7,2
13.0,19.0,31.0,1,1726.0,3,0
37.5,70.0,96.0,1,1563.0,1,2
32.3,56.0,47.0,1,1258.0,5,2
35.8,36.0,68.0,0,648.0,3,0
33.6,66.0,18.0,1,1256.0,4,2
21.8,50.0,93.0,0,963.0,3,1
22.9,87.0,196.0,0,534.0,6,2
20.8,50.0,63.0,0,252.0,5,0
27.8,97.0,125.0,0,1356.0,2,2
16.3,64.0,10.0,1,763.0,4,1
29.1,70.0,66.0,0,2009.0,5,2
27.7,78.0,62.0,0,2399.0,4,2
22.5,76.0,104.0,0,1236.0,3,2
38.2,69.0,69.0,0,1626.0,8,1
32.0,40.0,81.0,0,1266.0,0,1
8.5,100.0,75.0,0,868.0,3,1
31.3,42.0,33.0,0,637.0,1,0
25.0,41.0,91.0,0,311.0,3,1
26.0,73.0,125.0,1,919.0,6,2
32.8,85.0,88.0,0,4370.0,1,2
27.1,43.0,90.0,1,416.0,2,2
25.1,94.0,70.0,1,2074.0,8,2
20.1,42.0,25.0,0,3374.0,3,0
27.5,83.0,33.0,0,2068.0,7,2
24.2,72.0,43.0,0,166.0,7,2
30.3,100.0,228.0,1,1884.0,7,2
29.3,76.0,42.0,1,3164.0,5,2
40.5,75.0,109.0,1,3781.0,2,2
22.2,72.0,163.0,0,1127.0,4,2
22.7,89.0,208.0,0,591.0,1,2
30.3,51.0,148.0,0,884.0,2,2
22.3,61.0,64.0,0,2285.0,3,1
21.5,74.0,79.0,1,268.0,4,2
19.9,95.0,174.0,0,624.0,4,2
36.8,75.0,15.0,0,1718.0,1,0
24.1,41.0,337.0,0,2800.0,5,2
26.9,83.0,129.0,0,1364.0,5,2
21.3,76.0,30.0,0,252.0,3,1
31.0,72.0,69.0,0,3031.0,2,2
29.3,75.0,73.0,0,2233.0,6,2
29.6,58.0,16.0,0,1161.0,2,1
23.7,77.0,176.0,0,2232.0,3,2
28.3,39.0,38.0,0,560.0,0,1
27.6,89.0,32.0,0,626.0,3,2
27.3,100.0,119.0,0,563.0,5,2
32.8,100.0,41.0,0,1423.0,6,2
25.9,59.0,91.0,1,3695.0,2,2
30.5,81.0,90.0,0,1116.0,3,2
22.5,86.0,42.0,1,2580.0,2,2
30.1,80.0,152.0,0,2495.0,5,2
21.7,55.0,108.0,1,1537.0,3,2
42.0,59.0,28.0,1,2538.0,3,1
31.5,49.0,133.0,1,1520.0,4,2
21.2,53.0,50.0,0,2400.0,3,1
27.1,100.0,34.0,0,3900.0,2,2
26.6,68.0,75.0,0,1162.0,6,2
27.8,49.0,173.0,1,3077.0,2,2
22.2,80.0,118.0,0,1596.0,3,2
14.6,100.0,76.0,0,1584.0,0,1
36.5,77.0,35.0,1,2490.0,5,2
26.7,69.0,160.0,0,1713.0,8,2
31.8,16.0,15.0,1,2676.0,6,2
19.9,52.0,27.0,0,3162.0,1,0
31.9,75.0,88.0,0,1953.0,4,2
26.8,100.0,65.0,0,168.0,3,2
26.5,66.0,89.0,1,901.0,2,2
19.4,85.0,114.0,0,987.0,5,2
26.9,76.0,103.0,1,431.0,2,2
32.1,64.0,161.0,0,1959.0,2,2
26.7,51.0,64.0,1,1945.0,2,2
38.2,69.0,51.0,1,2753.0,8,2
30.2,100.0,233.0,1,833.0,3,2
37.9,23.0,141.0,0,3252.0,4,1
22.7,62.0,169.0,0,826.0,1,1
20.0,61.0,45.0,0,2158.0,1,0
23.9,59.0,79.0,0,2899.0,2,2
22.4,85.0,48.0,1,1452.0,1,2
24.0,79.0,99.0,0,5088.0,2,2
28.5,65.0,121.0,0,1919.0,2,2
29.1,66.0,86.0,0,2256.0,1,2
23.5,77.0,80.0,0,668.0,2,2
28.3,86.0,147.0,1,1890.0,4,2
20.8,96.0,61.0,1,331.0,2,2
25.8,68.0,148.0,1,999.0,6,2
23.6,36.0,146.0,0,3468.0,4,2
22.6,85.0,60.0,1,1166.0,2,2
31.8,65.0,52.0,1,547.0,1,2
24.7,83.0,88.0,0,3945.0,4,2
29.1,100.0,13.0,1,1231.0,1,2
22.4,67.0,81.0,1,804.0,3,2
27.5,64.0,129.0,1,1833.0,2,2
29.8,46.0,169.0,1,1335.0,3,2
33.3,100.0,51.0,0,360.0,2,1
24.2,19.0,65.0,0,2049.0,4,1
20.2,69.0,76.0,0,2172.0,2,1
26.7,85.0,65.0,0,162.0,6,2
17.8,64.0,83.0,1,897.0,3,1
31.2,42.0,148.0,1,904.0,3,2
26.0,41.0,13.0,0,2684.0,3,1
19.1,62.0,31.0,0,151.0,1,0
23.9,79.0,8.0,0,1374.0,2,1
32.1,71.0,108.0,0,1161.0,4,2
20.7,51.0,95.0,1,1671.0,0,1
30.8,89.0,84.0,0,1077.0,4,2
36.6,87.0,39.0,0,1194.0,5,1
33.3,51.0,246.0,0,2116.0,3,1
29.4,46.0,107.0,0,1625.0,3,2
26.8,86.0,94.0,1,615.0,2,2
22.2,62.0,50.0,0,178.0,2,0
32.6,72.0,19.0,1,1600.0,0,2
30.8,85.0,46.0,1,916.0,6,2
37.1,35.0,48.0,0,2037.0,2,0
29.0,70.0,192.0,0,2275.0,2,2
27.8,69.0,57.0,1,2546.0,0,2
33.9,51.0,53.0,1,920.0,2,1
33.7,45.0,56.0,0,184.0,1,0
15.3,55.0,96.0,0,1016.0,4,0
34.6,30.0,124.0,0,1978.0,1,0
31.8,38.0,19.0,0,3143.0,1,1
24.6,88.0,78.0,0,2567.0,2,2
28.3,49.0,28.0,0,1259.0,4,2
32.9,39.0,122.0,0,3428.0,7,2
34.6,64.0,69.0,1,1515.0,2,2
31.1,52.0,133.0,0,936.0,4,2
29.2,53.0,68.0,0,587.0,1,1
30.9,89.0,49.0,0,447.0,2,2
31.1,100.0,13.0,0,734.0,0,1
41.4,79.0,38.0,0,209.0,0,0
35.4,37.0,74.0,0,854.0,1,0
30.9,59.0,62.0,0,2098.0,0,2
22.0,82.0,25.0,1,2875.0,2,2
31.6,60.0,96.0,1,1168.0,4,2
25.6,58.0,43.0,0,570.0,5,2
25.9,67.0,92.0,0,573.0,4,2
21.7,95.0,81.0,1,670.0,0,2
28.0,35.0,129.0,0,1657.0,2,2
28.0,67.0,172.0,1,1496.0,4,2
36.4,26.0,55.0,1,1746.0,2,0
25.4,87.0,93.0,0,1620.0,6,2
29.3,69.0,131.0,0,859.0,4,2
32.7,54.0,49.0,0,1164.0,3,1
30.5,80.0,125.0,0,1167.0,1,2
27.6,54.0,95.0,0,2167.0,1,2
35.7,40.0,96.0,0,766.0,4,0
9.8,100.0,24.0,0,1162.0,0,0
36.8,62.0,76.0,0,751.0,4,1
14.6,68.0,13.0,0,1285.0,3,0
34.3,87.0,88.0,0,329.0,2,1
31.7,96.0,153.0,0,382.0,5,2
28.7,66.0,26.0,0,275.0,4,2
35.4,100.0,42.0,0,3289.0,3,2
27.3,80.0,59.0,0,990.0,2,2
29.5,100.0,49.0,1,1415.0,3,2
22.6,53.0,65.0,1,509.0,2,1
27.5,54.0,58.0,0,2281.0,2,2
35.6,70.0,93.0,0,1718.0,2,1
30.9,49.0,50.0,1,2312.0,7,2
32.2,95.0,23.0,0,1328.0,0,1
27.5,55.0,33.0,1,1934.0,2,2
27.0,53.0,49.0,0,1816.0,3,2
22.8,32.0,82.0,0,989.0,3,0
28.3,51.0,33.0,1,1488.0,1,2
19.4,19.0,39.0,0,1531.0,4,0
23.5,56.0,26.0,1,2462.0,2,2
22.0,23.0,99.0,0,342.0,3,0
33.6,46.0,75.0,0,2193.0,1,0
32.5,50.0,6.0,0,1234.0,3,0
33.5,61.0,33.0,1,1293.0,2,1
28.3,74.0,27.0,0,1060.0,3,2
33.2,66.0,131.0,0,998.0,2,1
31.3,74.0,43.0,1,3644.0,2,2
21.5,82.0,31.0,1,775.0,3,2
14.5,75.0,68.0,0,1141.0,2,1
23.9,64.0,146.0,0,1644.0,1,2
30.3,92.0,145.0,0,261.0,6,2
37.9,67.0,55.0,1,1535.0,3,1
31.6,42.0,110.0,0,1599.0,1,1
21.4,70.0,46.0,0,156.0,8,1
28.6,73.0,23.0,1,634.0,2,2
31.5,54.0,86.0,1,190.0,1,2
32.2,90.0,31.0,0,713.0,2,1
26.5,68.0,66.0,0,2664.0,3,2
21.4,47.0,70.0,1,953.0,3,1
33.4,38.0,47.0,0,3113.0,6,1
19.5,38.0,44.0,0,749.0,2,0
30.7,100.0,51.0,0,1128.0,1,2
22.3,66.0,53.0,0,763.0,2,1
11.7,75.0,67.0,0,883.0,4,1
26.7,53.0,197.0,0,611.0,4,2
26.4,81.0,67.0,0,915.0,1,2
22.5,62.0,62.0,0,417.0,4,1
34.4,61.0,70.0,0,1938.0,3,1
16.9,62.0,40.0,0,1129.0,3,0
30.2,40.0,43.0,0,617.0,1,1
31.0,79.0,21.0,1,470.0,4,2
28.5,100.0,50.0,0,786.0,1,2
25.9,72.0,125.0,0,856.0,2,2
21.0,63.0,12.0,1,1491.0,5,1
26.0,48.0,133.0,0,1168.0,2,2
31.4,60.0,29.0,0,156.0,3,1
20.4,50.0,85.0,1,639.0,6,1
13.9,32.0,84.0,0,2227.0,4,0
23.8,59.0,52.0,0,361.0,2,1
24.0,62.0,44.0,0,1358.0,5,2
15.6,70.0,35.0,1,2511.0,1,1
23.0,89.0,89.0,1,2061.0,3,2
37.3,72.0,74.0,0,648.0,3,1
33.3,50.0,36.0,1,2359.0,4,2
30.7,76.0,94.0,0,1698.0,4,2
28.7,49.0,196.0,1,1307.0,5,2
12.9,60.0,33.0,0,2858.0,3,0
34.1,66.0,144.0,0,280.0,0,1
18.4,74.0,158.0,0,2601.0,9,2
22.5,61.0,20.0,0,1553.0,3,1
24.7,30.0,92.0,0,1106.0,1,1
27.8,58.0,33.0,1,2701.0,2,2
20.5,48.0,132.0,0,975.0,3,0
21.1,50.0,354.0,1,1044.0,4,2
32.7,49.0,26.0,0,1341.0,2,0
38.7,61.0,115.0,1,2546.0,2,2
25.5,73.0,95.0,0,258.0,2,2
31.6,79.0,23.0,0,1894.0,2,2
25.8,53.0,36.0,0,3154.0,3,2
32.5,33.0,15.0,0,859.0,4,0
30.2,48.0,1.0,1,248.0,3,1
30.4,89.0,32.0,0,1070.0,2,2
21.5,78.0,40.0,0,318.0,4,1
24.0,84.0,66.0,1,787.0,2,2
27.1,66.0,15.0,1,3523.0,8,2
25.1,58.0,142.0,0,3519.0,2,2
30.5,39.0,38.0,0,2112.0,3,1
16.7,82.0,71.0,0,1655.0,3,1
36.5,70.0,38.0,0,2130.0,2,1
36.1,55.0,27.0,1,2267.0,4,1
30.0,28.0,54.0,0,682.0,7,1
25.4,89.0,106.0,1,3011.0,1,2
25.1,88.0,97.0,0,202.0,2,2
24.4,56.0,52.0,0,1783.0,4,1
29.5,63.0,95.0,0,582.0,2,2
24.0,56.0,61.0,1,960.0,3,2
24.3,61.0,121.0,0,682.0,7,2
17.1,20.0,56.0,1,1390.0,3,0
27.5,72.0,42.0,0,371.0,3,2
25.1,55.0,51.0,0,562.0,3,1
37.3,58.0,5.0,0,2285.0,7,0
27.3,51.0,59.0,1,792.0,4,2
12.6,59.0,112.0,0,1463.0,1,0
29.5,74.0,116.0,1,1458.0,1,2
28.5,73.0,214.0,0,1365.0,2,2
22.9,64.0,54.0,0,1130.0,3,1
39.2,66.0,43.0,0,2305.0,4,1
28.8,62.0,85.0,0,1263.0,2,2
22.0,89.0,71.0,0,3648.0,3,2
35.2,65.0,54.0,0,2561.0,3,1
28.0,67.0,30.0,1,217.0,5,2
26.2,100.0,89.0,0,1997.0,4,2
23.2,65.0,101.0,0,1873.0,3,2
25.4,49.0,100.0,1,1595.0,1,2
18.0,84.0,22.0,0,1181.0,1,0
25.1,28.0,57.0,0,1132.0,2,1
21.1,52.0,73.0,0,340.0,5,0
33.8,61.0,107.0,1,2166.0,3,2
27.3,15.0,94.0,0,1560.0,1,1
36.0,72.0,56.0,0,2377.0,2,1
35.4,74.0,108.0,1,997.0,1,2
21.4,39.0,72.0,0,665.0,3,0
27.7,62.0,20.0,1,462.0,7,2
27.2,100.0,122.0,1,1138.0,1,2
27.9,65.0,42.0,0,2553.0,4,2
33.8,98.0,67.0,1,1993.0,6,2
26.5,59.0,15.0,1,132.0,4,2
27.7,86.0,72.0,0,939.0,7,2
27.3,59.0,48.0,1,1957.0,1,2
27.2,61.0,54.0,1,1550.0,6,2
21.2,46.0,137.0,0,1886.0,3,1
23.6,97.0,98.0,0,2813.0,5,2
13.3,57.0,17.0,1,753.0,3,0
29.3,58.0,68.0,1,1365.0,1,2
28.0,72.0,43.0,1,474.0,1,2
